,text
333,"Mit dem Ziel, die Arbeits- und Lebensbedingungen aller Europäer*innen zu verbessern, werden wir in den kommenden Jahren konsequent die europäische Säule sozialer Rechte in die Praxis umsetzen. Alle Arbeitnehmer*innen in Europa müssen von ihrer Arbeit gut leben können. Unser Ziel bleiben europaweit Löhne, die zum Leben reichen, daher begrüßen wir den Vorschlag für einen Rechtsrahmen für europäische Mindestlöhne."
334,"Um die Eurozone vor ökonomischen Schocks zu schützen, treten wir ein für eine dauerhafte europäische Arbeitslosenrückversicherung, die zudem sicherstellt, dass alle Mitgliedstaaten auch in Zeiten schwerer wirtschaftlicher Krisen wichtige soziale Sicherungsfunktionen erfüllen können."
335,"Um eine angemessene soziale Absicherung zu gewährleisten und Armut zu bekämpfen, setzen wir uns für europäische Mindeststandards bei den nationalen Grundsicherungssystemen ein. Wichtig ist uns insbesondere die Bekämpfung von Kinderarmut in Europa und daher die Umsetzung der Europäische Kindergarantie."
336,"Wir werden die Rechte von Arbeitnehmer*innen weiter ausbauen, insbesondere durch die Stärkung europäischer Betriebsräte, durch Mitspracherechte in Organisation und Entscheidungen großer Unternehmen sowie das Recht auf Kollektivmaßnahmen und Tarifverhandlungen. Die Durchsetzung von geltendem Arbeitsrecht und Arbeitsschutz bei Saisonarbeitnehmern muss dringend verbessert werden. Weil vielerorts gerade die Jugendarbeitslosigkeit zur strukturellen Begleiterscheinung der Krise geworden ist, werden wir die europäische Jugendgarantie weiter stärken und jungen Menschen eine Perspektive bieten."
337,"Demokratie erweitern Wir werden die Demokratie in Europa stärken. Dass unsere europäische Wertegemeinschaft zunehmend auf die Probe gestellt und populistische und nationalistische Regierungen die Unabhängigkeit der Justiz und grundlegende Rechte beschneiden, nehmen wir nicht hin. Der Schutz von Demokratie, Rechtsstaatlichkeit und Freiheit in Europa bildet das Fundament für eine geeinte europäische Zukunft. Dazu gehört eine Vervollständigung der Mitentscheidungsrechte des Europäischen Parlaments, inklusive eines echten Initiativrechts. Wir werden ein gemeinsames Wahlrecht zur Wahl der europäischen Volksvertretung schaffen."
338,"Mit einem Sonderfonds für Demokratie und Rechtsstaatlichkeit werden wir zivilgesellschaftliche Zusammenarbeit gezielt fördern. Die Konferenz zur Zukunft Europas soll ein Erfolg werden. Wir setzen uns dafür ein, dass sie in Deutschland und der ganzen EU eine breite Debatte zur europäischen Demokratie und Handlungsfähigkeit initiiert und ihre Ergebnisse umgesetzt werden."
339,"Durch den Rechtsstaatsdialog und Rechtsstaatsmechanismus haben wir Europa wehrhafter gemacht und konkrete Instrumente eingeführt, um die Einhaltung europäischer Grundwerte verbindlich zu überprüfen und fundamentale Verstöße gegen die Prinzipien der Rechtsstaatlichkeit zu sanktionieren. Desinformationskampagnen, Fake News und Hassreden stellen eine Bedrohung der Demokratie dar. Wir setzen uns für europäische Regelungen ein, um strafbare Online-Hassreden effektiv zu bekämpfen und werden europäische Frühwarnsysteme gegen Desinformationskampagnen ausbauen."
340,"Wir stehen für eine humanitäre und solidarische Asyl- und Flüchtlingspolitik in der Europäischen Union. Deshalb werden wir ein funktionsfähiges Europäisches Asylsystem mit dem notwendigen Gleichgewicht zwischen Verantwortung und Solidarität voranbringen, das eine Reform des Dublin-Systems beinhaltet und das Recht auf Asyl vollumfänglich wahrt und gewährt. Das Asylsystem soll weiter europäisiert und das Europäische Unterstützungsbüro für Asylfragen zu einer vollwertigen europäischen Asylagentur ausgebaut werden."
341,Wir werden die Genfer Flüchtlingskonvention verteidigen. Pushbacks sind eine eklatante Verletzung des Völkerrechts. Seenotrettung ist eine Verpflichtung aus dem internationalen Seerecht und darf nicht kriminalisiert werden. Im Rahmen eines umfassenden Ansatzes sollten legale Migrationswege geschaffen und die Ursachen von Flucht und Vertreibung bekämpft werden. Wir werden eine Brücke zu lokalen Akteuren bauen und die Aufnahmebereitschaft von europäischen Kommunen und Städten fördern und.
342,"Wir setzen uns ein für eine EU-weite Ratifizierung der Istanbul-Konvention des Europarats in allen Mitgliedsstaaten durch als verbindliche Rechtsnormen gegen Gewalt an Frauen. Wir setzen uns dafür ein, dass Europa eine Vorreiterrolle bei internationaler Krisenprävention, Friedens- und Demokratieförderung sowie zum Schutz von Menschenrechten einnimmt. Europas Verantwortung in der Entwicklungszusammenarbeit und humanitären Hilfe werden wir durch eine Erhöhung der EU-Mittel stärken."
343,Europäische Nachbarschaften pflegen Mehr Eigenständigkeit setzt höhere Handlungsfähigkeit voraus. Grundlegend dafür ist die Einführung von Mehrheitsentscheiden in der Außenpolitik – statt des jetzigen Einstimmigkeitsprinzips. Auch das Amt des Hohen Vertreters der EU für Außen- und Sicherheitspolitik sollte langfristig zu einem EU-Außenminister weiterentwickelt werden. Wir wollen eine gemeinsame Ausrichtung unserer globalen Entwicklungszusammenarbeit und deswegen unsere Kräfte in Europa bündeln.
344,"Ein Europa, das geschlossen auftritt, trägt zur Belebung eines funktionierenden und kooperativen Multilateralismus bei. Wir sind auf internationale Vertrauensnetzwerke angewiesen, so wie die Allianz für Multilateralismus, die bereits wichtige Impulse für die Zusammenarbeit gesetzt hat."
345,"Die NATO ist und bleibt ein tragender Pfeiler der transatlantischen Partnerschaft und für Europas Sicherheit unverzichtbar. Parallel dazu muss die EU sicherheits- und verteidigungspolitisch eigenständiger werden. Die europäische Zusammenarbeit werden wir ausbauen. Unser Ziel bleibt eine europäische Armee als Teil der Friedensmacht Europa. Durch die Bündelung europäischer Rüstungskooperation nutzen wir Synergien und sparen unnötige Mehrausgaben ein. Souverän muss Europa neue Rüstungskontroll- und Abrüstungsinitiativen für den europäischen Kontinent entwickeln, um frühzeitig auf die Risiken neuer Technologien und gefährliche Entwicklungen im Cyberbereich oder im Weltraum reagieren zu können."
346,Die Nachbarschaft Europas im Süden wie im Osten ist durch Krisen sowie durch die wachsende Einflussnahme anderer Staaten geprägt. Diese Herausforderungen muss die EU durch eine konzeptionell neue ausgerichtete europäische Nachbarschaftspolitik angehen. Die Länder des Westbalkans werden wir integrieren. Die Partnerschaft zwischen Europa und Afrika wollen wir politisch und wirtschaftlich deutlich ausbauen und auf ein neues Level der Zusammenarbeit heben.
347,"Wir gehen auf die neue US-Regierung zu, die sich wieder verstärkt in der internationalen Zusammenarbeit einbringt. Wir brauchen nicht weniger als einen Neustart in den transatlantischen Beziehungen. Wir werden die Partnerschaft zwischen Europa und den USA, die auf gemeinsamen und demokratischen Werten beruht, grundsätzlich stärken und die Zusammenarbeit bei Themen wie Klimaschutz, globaler Gesundheitspolitik, Handel, Abrüstung und Sicherheitsfragen intensivieren."
348,"Es ist im deutschen und europäischen Interesse, wenn wir mit Russland in Fragen der gemeinsamen Sicherheit, Abrüstung und Rüstungskontrolle wie auch bei Klima, Nachhaltigkeit, Energie und der Bekämpfung von Pandemien gemeinsame Fortschritte erreichen. Wir sehen jedoch auch, dass Europas Beziehungen zu Russland immer wieder Rückschlägen ausgesetzt sind."
349,"Ob die völkerrechtswidrige Annexion der Krim, die Unterstützung der Separatisten in der Ostukraine, Cyberangriffe auf den Deutschen Bundestag oder die Anwendung des international geächteten chemischen Kampfstoffes Nowitschok zur Ausschaltung innenpolitischer Gegner: Russland bricht regelmäßig internationales Recht und belastet damit die Beziehungen zu seinen Nachbarn. Wir setzen, bei aller erforderlicher Kritik, auch bei Russland auf die Bereitschaft zum Dialog und zur Zusammenarbeit. Frieden in Europa kann es nicht gegen, sondern nur mit Russland geben. Wertvoll in den Beziehungen zu Russland sind die zivilgesellschaftlichen Kontakte, die wir weiter fördern und ausbauen wollen, auch durch Visaerleichterungen für den Austausch junger Menschen."
350,"Basierend auf den Werten und Prinzipien der OSZE verfolgen wir daher das Ziel einer neuen europäischen Ostpolitik, die den Fokus auf eine gemeinsame und kohärente EU-Politik gegenüber Russland legt. Eine konstruktive Dialogbereitschaft seitens Russlands ist Voraussetzung, um am Abbau von Spannungen zu arbeiten. Dazu zählt auch, dass der Weg zu einer friedlichen Lösung des Ukrainekonflikts und damit einhergehend die Beendigung der Sanktionen maßgeblich von der Umsetzung der Minsker Vereinbarungen abhängt."
351,"Die wachsende Bedeutung Chinas in der Welt hat zur Folge, dass eine globale Antwort auf die ökonomischen, ökologischen, sozialen und politischen Herausforderungen unserer Zeit kaum ohne Peking vorstellbar ist. Interessens- und Wertekonflikte mit China nehmen zu. Europa muss den Dialog mit China über Kooperation und Wettbewerb geschlossen, konstruktiv und kritisch führen. Die gravierenden Menschenrechtsverletzungen gegenüber Minderheiten, insbesondere uigurischen Muslimen, verurteilen wir. Für Hongkong muss das international verbriefte Prinzip „Ein Land – zwei Systeme“ gewahrt bleiben. Wir betrachten mit großer Sorge den wachsenden Druck auf Taiwan."
352,"Wir unterstützen die Menschen in Belarus in ihrem Wunsch nach Demokratie und Freiheit. Gewalt und Repression der Sicherheitskräfte müssen beendet, alle politischen Gefangenen freigelassen und demokratische Neuwahlen unter der Aufsicht der OSZE durchgeführt werden."
353,"Den innen- und außenpolitischen Kurs der türkischen Regierung betrachten wir mit Sorge. Die Türkei muss rechtstaatliche, demokratische und völkerrechtliche Prinzipien einhalten. Eine Intensivierung des EU-Türkei-Dialogs, der auch diese Fragen kritisch erörtert, ist dringend notwendig. Israels Sicherheit und Existenzrecht ist Teil der Staatsräson Deutschlands. Auch aufgrund dieser besonderen Verantwortung werden wir zusammen mit unseren europäischen Partnern und den USA neue Initiativen zur Wiederbelebung des Nahost-Friedensprozesses."
354,Unterstützen. Auf Grundlage der Vereinbarungen von Oslo ist und bleibt für uns das Ziel die friedliche Koexistenz zweier souveräner und lebensfähiger Staaten im Rahmen einer Verhandlungslösung.
355,"Die Normalisierung der Beziehungen zwischen Israel und einigen Staaten in der Region sind ermutigende Signale, dass Fortschritte zum Frieden möglich sind. Einseitige Schritte von allen Seiten erschweren die Friedensbemühungen und müssen unterbleiben. Von der palästinensischen Seite fordern wir das Ende des Terrors. In den palästinensischen Gebieten sind auf allen Ebenen weitere demokratische Fortschritte nötig. Pläne zu Annexionen lehnen wir kategorisch ab. Es muss zu einem Stopp des völkerrechtswidrigen Siedlungsbaus kommen."
356,Auch nach dem Brexit bleibt das Vereinigte Königreich ein enger Freund der EU. Die gemeinsamen Abkommen können das Fundament für eine umfassende Partnerschaft.
357,"Zwischen der EU und Großbritannien sein. Auf der Basis des fairen Umgangs miteinander werden wir die Zusammenarbeit in Bereichen weiterentwickeln, die bisher nicht geregelt sind. Einen Wettlauf nach unten, was Umweltstandards oder die Rechte von Arbeitnehmern und Verbrauchern angeht, darf es nicht geben."
358,"Frieden sichern Wie in keiner anderen Partei gehören in der Sozialdemokratie internationale Solidarität, die universelle Geltung der Menschenrechte, Frieden und Dialog von Beginn an zum Grundverständnis unseres politischen Handelns."
359,"Im Rahmen des Europarats werden wir die Grundwerte der Demokratie, Menschenrechte und Rechtsstaatlichkeit schützen und den Europäischen Gerichtshof für Menschenrechte stärken. Gerichtsurteile müssen von allen Mitgliedstaaten konsequent umgesetzt werden. Wir sind für einen Beitritt der EU zur Europäischen Menschenrechtskonvention."
360,"Als die Friedenspartei in Deutschland setzen wir auf Diplomatie und Dialog, auf zivile Krisenprävention und Friedensförderung, auf Abrüstung und Rüstungskontrolle sowie internationale Zusammenarbeit. Wir werden multilaterales Handeln wiederbeleben und stärken, auch in Partnerschaft mit der Zivilgesellschaft und Nichtregierungsorganisationen, denn Pandemien, globale Wirtschaft-, Finanz- und Entwicklungskrisen sowie die Folgen der Erderwärmung sind Herausforderung, die nur gemeinsam gelöst werden können."
361,"Der Kampf gegen den Klimawandel, der in vielen Ländern nicht nur die natürlichen Lebensgrundlagen, sondern auch die soziale und wirtschaftliche Entwicklung bedroht, muss zum Ausgangspunkt von gerechteren und nachhaltigeren Gesellschaften weltweit werden. „Keine und keinen zurücklassen“ das ist unsere Messlatte, um Hunger und Armut weltweit zu überwinden."
362,Wir müssen die globale Erderwärmung auf weit unter zwei Grad halten und möglichst auf Grad Celsius begrenzen. Dafür werden wir unsere eigenen Klimaschutzverpflichtungen gemäß des Pariser Klimaabkommens einlösen und weiter steigern. Darüber hinaus werden wir die Länder des Globalen Südens bei der Anpassung an den Klimawandel in ihrer nachhaltigen Entwicklung unterstützen.
363,"Gute Arbeit und eine intakte Umwelt weltweit stärken gehört zur Kernaufgabe sozialdemokratischer Politik. Wir tun das, indem wir von Unternehmen weltweit die Einhaltung menschenrechtlicher und umweltbezogener Sorgfaltspflichten entlang globaler Lieferketten fordern. Es ist ein großer Erfolg der SPD, dass ein nationales Lieferkettengesetz auf den Weg gebracht werden konnte. Nun wollen wir auch ein Gesetz zur Rückverfolgung auf dem Weltmarkt gehandelten Güter auf europäischer Ebene verankern, mit verbindlichen und sanktionsbewehrte Regeln, Zugang zu Gerichten in."
364,"Europa und Entschädigung der Opfer. Wir unterstützen ein VN-Abkommen zu Wirtschaft und Menschenrechten, um Globalisierung im Sinne der Menschenrechte zu gestalten. Arbeit darf weder arm noch krank machen."
365,"Deshalb unterstützen wir mit den Gewerkschaften die Forderung, dass Arbeits- und Gesundheitsschutz als Kernarbeitsnorm der Internationalen Arbeitsorganisation (ILO) aufgewertet werden. Auch werden wir das Zusatzprotokoll zum Sozialpakt der Vereinten Nationen ratifizieren, um Beschwerdeverfahren zur Einhaltung der Rechte des Paktes zu ermöglichen. Um Armut nachhaltig zu bekämpfen, setzen wir uns zudem für die Einrichtung eines globalen Fonds für soziale Basisschutzsysteme ein."
366,"Gesundheit ist ein globales öffentliches Gut. Unsere Schwerpunkte liegen auf den Aus- und Aufbau öffentlicher Gesundheitssysteme, der Verbesserung des Zugangs zu Arzneimitteln und Impfstoffen, mehr Transparenz sowie auf der gesundheitlichen Bildung und damit einhergehend auf der Stärkung sexueller und reproduktiver Gesundheit. Wir arbeiten auch daran, dass die Weltgesundheitsorganisation WHO durch einen mutigen Reformprozess gestärkt wird. Wir setzen uns dafür ein, den Anteil der öffentlichen Ausgaben für Entwicklungszusammenarbeit (ODA-Quote) von mindestens 0,7 Prozent des Bruttonationaleinkommens einzuhalten. Davon sollen 0,2 Prozent des Bruttonationaleinkommens für die ärmsten Entwicklungsländer (LDCs) verwendet werden."
367,"Menschen, die durch Konflikte, Epidemien oder Naturkatastrophen in Not geraten sind, bedürfen unserer Hilfe. Als reiches Industrieland werden wir unser Engagement für humanitäre Hilfe weiterhin an den steigenden humanitären Bedarfen orientieren und daran arbeiten, die Basis der internationalen Geber zu stärken und auszuweiten. Darüber hinaus gilt für uns weiterhin: Fluchtursachen bekämpfen, nicht Flüchtlinge. Zusammen mit Partnerländern werden wir uns deshalb dafür einsetzen, dass der Globale Pakt für Migration umfassend umgesetzt wird."
368,"Internationale Steuerkooperation kann verhindern, dass Vermögen und Unternehmensgewinne der Besteuerung entzogen werden. Darum brauchen wir ein globales Register für mehr Transparenz. Mit einer globalen Mindestbesteuerung von Konzernen können wir dem Niedrigsteuerwettbewerb entgegenwirken. Wir werden den Aufbau einer globalen Steuerkoordinationsstelle bei der UN und die OECD in ihrem Kampf gegen Gewinnverkürzung und Gewinnverlagerung unterstützen. Unser Ziel ist es Steueroasen trockenzulegen und gerechte Steuersysteme unter angemessener Beteiligung auch der Eliten im Globalen Süden zu fördern und fordern."
369,"Deutschland ist wie kaum ein anderes Land auf offene Märkte und eine funktionsfähige sowie regelbasierte globale Wirtschaft angewiesen. Unser Ziel ist es ein stabiles, faires und demokratisches Handelssystem zu etablieren."
370,"Wir werden die Instrumente der Handels- und Investitionspolitik modernisieren- vor allem mit Blick auf Nachhaltigkeit und die Durchsetzung gemeinsamer multilateraler Regeln- und uns für eine Stärkung der Welthandelsorganisation (WTO) einsetzen. Hierfür werden wir das Regelwerk erweitern, die Nachhaltigkeitsziele der Vereinten Nationen einbeziehen sowie die Durchsetzungsmöglichkeiten verbessern. Alle Instanzen des WTO-Streitschlichtungsmechanismus sollen wieder beschlussfähig sein. Deshalb ist."
371,"Eine starke WTO mit einem modernen Regelwerk, das die nachhaltigen Entwicklungsbedürfnisse des Globalen Südens ebenso wie die des Nordens fair und partnerschaftlich anerkennt und fördert, so wichtig."
372,"Viele Länder befanden sich schon vor der Corona-Pandemie in einer Schuldenkrise, die jetzt noch vergrößert wird. Zentrale Säulen der Entwicklungsfinanzierung sind zusammengebrochen und Finanzströme ausgetrocknet. Das kurzfristige Aussetzen des Schuldendienstes im Rahmen der G20 und des IWF brachte Erleichterung. Wir unterstützen eine Initiative für ein globales Staateninsolvenzverfahren, das staatliche und vor allem private Gläubiger miteinbezieht und das Schuldenerlasse für besonders gefährdete Ländergruppen formuliert und umsetzt."
373,"Die friedenspolitischen Herausforderungen nehmen zu. Gesundheitskrise, Klimawandel und Ungerechtigkeit verschärfen bestehende Konflikte und entfachen neue. Autonome Waffensysteme senken die Schwelle für kriegerische Handlungen, Kernwaffen erleben ein Comeback, digitaler Fortschritt macht uns verwundbar für Cyberangriffe. Dafür werden wir auf parlamentarischer Ebene einen Mechanismus einrichten, durch den neue Programme, Gesetze, Vorhaben daraufhin überprüft werden, ob sie friedenspolitischen Zielen widersprechen."
374,"Bei der Entschärfung internationaler Krisen und der Vermittlung von Frieden nimmt Deutschland schon jetzt eine weltweite Führungsrolle ein. Das werden wir weiter ausbauen, indem wir das Zentrum für internationale Friedenseinsätze (ZIF) stärken und ein hochprofessionelles Team von Friedensemissären für das Führen von Verhandlungen aufbauen. Friedensprozesse sind nur dann nachhaltig, wenn die Belange und Interessen von Frauen stärker berücksichtigt und wenn sie an Aushandlungsprozessen beteiligt werden. Deshalb fordern wir, dass die VN-Resolution 1325 „Frauen, Frieden, Sicherheit“ konsequent umgesetzt und weiterentwickelt wird. Es gilt auf allen Ebenen der Anti-Gender-Bewegung entgegenzutreten."
375,"Zur Sicherung des Friedens- und der Verteidigung leistet die Bundeswehr einen verantwortungsvollen Beitrag. Wir stehen für das Primat der Politik und für das Leitbild der Inneren Führung der Soldat*innen als Staatsbürger*innen in Uniform. Für uns steht fest, dass wir nur mit einer gut ausgestatteten und modernen Bundeswehr unseren Aufgaben als zuverlässiger Partner in Europa und der NATO gerecht werden können. Unsere Soldat*innen können sich auf uns verlassen. Wir haben daher nach vielen Jahren immer neuer Sparrunden die Investitionen im Verteidigungshaushalt erhöht."
376,"Unsere Soldat*innen verdienen die bestmögliche Ausrüstung und den höchsten Grad an Ausbildung. Ausrüstung statt Aufrüstung - diesem Prinzip verpflichtet, haben wir wesentliche Beschaffungsvorhaben für die Bundeswehr vorangetrieben und setzen uns kontinuierlich für die Verbesserungen der persönlichen Ausrüstung und sozialen Absicherung ein. Zugleich werden wir die Attraktivität des Dienstes in der Bundeswehr weiter steigern. Wir stehen für den bestmöglichen Schutz unserer Soldat*innen. Dazu gehört auch der Einsatz von Drohnen. Die Entscheidung, ob diese auch bewaffnet werden sollen, kann verantwortbar erst nach einer umfassenden politischen und gesellschaftlichen Debatte und der sorgfältigen Würdigung aller Aspekte getroffen."
377,"Wir setzen wir uns dafür ein, dass unbemannte bewaffnete Drohnen international erfasst und in ein internationales Regelwerk einbezogen werden, um dem Trend einer zeitlichen und räumlichen Entgrenzung militärischer Gewalt ebenso entgegenzuwirken wie den Befürchtungen einer technologischen und funktionalen Autonomie. Wie notwendig ein solches Regelwerk ist, hat nicht zuletzt der massive Einsatz von bewaffneten Drohnen als Angriffswaffen im Krieg zwischen Aserbaidschan und Armenien und im Libyen-Konflikt gezeigt. Dieser Einsatz hat neue Fragen aufgeworfen, die in einer umfassenden Debatte zu berücksichtigen sind. Vor der Entscheidung über ein Nachfolgesystem des Kampfflugzeugs Tornado setzen wir uns für eine gewissenhafte, sachliche und sorgfältige Erörterung der technischen nuklearen Teilhabe ein."
378,"Eine Welt ohne Atomwaffen ist und bleibt das Ziel sozialdemokratischer Außenpolitik. Zu einer abrüstungspolitischen Offensive gehört, dass bestehende Vereinbarungen über Rüstungskontrolle und Abrüstung unbedingt gerettet sowie die Verpflichtungen aus dem Nuklearen Nichtverbreitungsvertrag (NVV) umgesetzt werden. Wir brauchen reale Abrüstungsschritte. Mit der neuen US-Administration gilt es die Gespräche wiederaufzunehmen, wie eine vollständige Umsetzung des internationalen Atomabkommen JCPoA) mit dem Iran erfolgen kann."
379,"Der im Rahmen der Vereinten Nationen beschlossene und inzwischen in Kraft getretene Atomwaffenverbotsvertrag bringt eine weitere Dynamik in die Bemühungen für eine nuklearwaffenfreie Welt. Deutschland sollte als Beobachter bei der Vertragsstaatenkonferenz des Atomwaffenverbotsvertrags die Intentionen des Vertrages konstruktiv begleiten. Auch setzen wir uns ein für den Beginn von Verhandlungen zwischen den USA und Russland zur verifizierbaren, vollständigen Abrüstung im substrategischen Bereich mit dem Ziel, die in Europa und in Deutschland stationierten Atomwaffen endlich abzuziehen und zu vernichten. Wir werden zudem Rüstungskontrolle auch in den Bereichen Biotechnologie, Cyber und Künstliche Intelligenz etablieren. Die Ächtung autonomer tödlicher Waffensysteme bleibt unser Ziel. Bei allen Bemühungen um Abrüstung muss stärker als bisher auch China einbezogen werden."
380,"Für uns ist eine restriktive Rüstungsexportpolitik zentral. Wir werden uns dafür einsetzen, dass die Ausfuhr deutscher Rüstungsgüter in Staaten außerhalb von EU-, NATO- und denen gleichgestellten Ländern weiter eingeschränkt, die Kontrolle über den endgültigen Verbleib der Waffen ausgeweitet und absolute Ausnahmen nur im begründeten Einzelfall möglich sein werden – öffentlich nachvollziehbar dokumentiert. Das soll in einem Rüstungsexportgesetz festgeschrieben werden. Auch mit unseren europäischen Partnern werden wir eine Verschärfung der EU-Rüstungsexportvereinbarungen abstimmen. Für Staaten, die weder Mitglied der EU noch der NATO sind, ist eine Ratifizierung des Vertrags über Waffenhandel (ATT) und dessen konsequente Umsetzung zwingende Voraussetzung für jede Form der Rüstungskooperation."
381,"Für uns ist die Unteilbarkeit und universelle Geltung der Menschenrechte nicht verhandelbar. Um Menschenrechte durchzusetzen, müssen wir diejenigen schützen, die für sie eintreten. Wir werden das im EU-Rahmen unter deutscher Ratspräsidentschaft."
382,"Geschaffene Menschenrechts-Sanktionsregime konsequent nutzen. Dazu gehören Einreiseverbote und das Einfrieren von Konten. Auch werden wir die Möglichkeiten der weltweiten Strafverfolgung von Menschenrechtsverletzern fördern und den Internationalen Strafgerichtshof stärken. Indem wir die mit Menschenrechten befassten Institutionen des Bundestags und der Bundesregierung unterstützen und weiter ausbauen, stärken wir die Menschenrechtsarchitektur."
383,"Alle unsere Anstrengungen können jedoch nur gelingen, wenn wir die Vereinten Nationen darin unterstützen, ihren Auftrag der Friedenssicherung, Förderung nachhaltiger Entwicklung und Wahrung der Menschenrechte zu erfüllen. Wir wissen: Reformen der Vereinten Nationen sind hierfür dringend notwendig. Diese werden wir vorantreiben. Unser Ziel ist ein ständiger europäischer Sitz und eine angemessene Repräsentanz des Globalen Südens im Sicherheitsrat der Vereinten Nationen."
384,"Wir wollen Industrie- und Innovationsstandort bleiben, mit klimaneutralen Produkten und Technologien, einer modernen Mobilität weltweit Standards setzen und die Möglichkeiten der Digitalisierung basierend auf unseren Werten nutzen."
385,"Wir wollen dafür sorgen, dass der erwirtschaftete Wohlstand allen Bürger*innen in unserem Land ein gutes und sicheres Leben ermöglicht."
386,"Wir wollen aus Träumen Zukunft machen. Wir wollen, dass alle Menschen ihre Wünsche verwirklichen und ihre Ziele erreichen können. Am Anfang ihres Lebens, aber auch wenn sie bereits mitten im Leben stehen. Mit gleicher Förderung vom Beginn eines Lebens an, und mit Möglichkeiten sich zu entwickeln - ein Leben lang."
387,"Wir wollen gemeinsam vorankommen. Wir wollen eine Gesellschaft, die inklusiv und solidarisch ist und allen Bürger*innen die Teilhabe am gesellschaftlichen Leben möglich macht. Ein moderner und starker Sozialstaat ist dafür die Grundlage und begegnet allen Menschen mit dem Respekt, den sie verdienen."
388,"Wir wollen respektvoll zusammenleben. Unsere Gesellschaft lebt von ihrer kulturellen Vielfalt, Kreativität und Verschiedenheit. Demokratie und soziale Gerechtigkeit sind die Grundlagen für eine starke Gesellschaft, die Extremismus, politischen Hass und gesellschaftliche Hetze den Kampf ansagt und vor Kriminalität schützt. Wir wollen Frieden sichern. Aus einer starken europäischen Gemeinschaft ziehen wir die Kraft für eine gemeinsame Friedenspolitik, die Konflikte löst und Menschen über Grenzen zusammenbringt."
389,Wir wollen Verantwortung übernehmen. Wohlstand und Anstand dürfen keine Gegensätze sein. Unser Lebensstandard darf nicht auf der Ausbeutung von Mensch und Natur beruhen. Weder in Deutschland noch in Europa oder anderen Regionen der Welt.
